,Unnamed: 0,runstring,t,t_shadow
12879,12879,0012879.bin,129.72992732,129.72992732
12881,12881,0012881.bin,3.11769112536,3.11769112536
12882,12882,0012882.bin,13.6829783039,13.6829783039
12893,12893,0012893.bin,144.037317207,144.037317207
12899,12899,0012899.bin,29.3748310147,29.3748310147
12905,12905,0012905.bin,57.7119149582,57.7119149582
12906,12906,0012906.bin,183.181490656,183.181490656
12915,12915,0012915.bin,171.646095388,171.646095388
12918,12918,0012918.bin,30.4840905218,30.4840905218
12923,12923,0012923.bin,21.5467108609,21.5467108609
12933,12933,0012933.bin,100.593487233,100.593487233
12948,12948,0012948.bin,87.5377572977,87.5377572977
12951,12951,0012951.bin,21.4427853202,21.4427853202
12952,12952,0012952.bin,137.316977331,137.316977331
12963,12963,0012963.bin,21.3041032975,21.3041032975
12970,12970,0012970.bin,73.1271798801,73.1271798801
12973,12973,0012973.bin,49.9174542132,49.9174542132
12974,12974,0012974.bin,424.939684348,424.939684348
12976,12976,0012976.bin,41.3610752193,41.3610752193
12983,12983,0012983.bin,52.134710561,52.134710561
12995,12995,0012995.bin,26.70784973,26.70784973
12996,12996,0012996.bin,29.7566263029,29.7566263029
13009,13009,0013009.bin,71.0833492466,71.0833492466
13021,13021,0013021.bin,514.762866687,514.762866687
13029,13029,0013029.bin,40.9789606282,40.9789606282
13050,13050,0013050.bin,92.4901444497,92.4901444497
13052,13052,0013052.bin,1043.3433744,1043.3433744
13061,13061,0013061.bin,19.4336085053,19.4336085053
13064,13064,0013064.bin,73.7159427986,73.7159427986
13070,13070,0013070.bin,15.3113234289,15.3113234289
13072,13072,0013072.bin,75.1689161993,75.1689161993
13073,13073,0013073.bin,3.81050195423,3.81050195423
13084,13084,0013084.bin,184.324516616,184.324516616
13087,13087,0013087.bin,43.0587795742,43.0587795742
13098,13098,0013098.bin,8.14061162076,8.14061162076
13099,13099,0013099.bin,31.592579648,31.592579648
13106,13106,0013106.bin,65.9215574203,65.9215574203
13108,13108,0013108.bin,19.0525067844,19.0525067844
13109,13109,0013109.bin,229.490671583,229.490671583
13119,13119,0013119.bin,0.0346405072355,0.0346405072355
13124,13124,0013124.bin,234.277177309,234.277177309
13131,13131,0013131.bin,7.75952169783,7.75952169783
13134,13134,0013134.bin,4.22620301922,4.22620301922
13138,13138,0013138.bin,183.250926717,183.250926717
13148,13148,0013148.bin,89.8934016329,89.8934016329
13163,13163,0013163.bin,9.24914995588,9.24914995588
13165,13165,0013165.bin,47.1809897957,47.1809897957
13168,13168,0013168.bin,101.428606629,101.428606629
13173,13173,0013173.bin,37.6894219106,37.6894219106
13175,13175,0013175.bin,98.6916784469,98.6916784469
13176,13176,0013176.bin,28.404445874,28.404445874
13181,13181,0013181.bin,8.62553502582,8.62553502582
13189,13189,0013189.bin,75.3424566499,75.3424566499
13194,13194,0013194.bin,100.42383088,100.42383088
13197,13197,0013197.bin,16.4198393535,16.4198393535
13208,13208,0013208.bin,50.0888958133,50.0888958133
13211,13211,0013211.bin,18.1865142676,18.1865142676
13213,13213,0013213.bin,14.479915296,14.479915296
13220,13220,0013220.bin,216.401681572,216.401681572
13224,13224,0013224.bin,6.2353734578,6.2353734578
13234,13234,0013234.bin,193.988818468,193.988818468
13249,13249,0013249.bin,11.1197590056,11.1197590056
13251,13251,0013251.bin,152.101138619,152.101138619
13253,13253,0013253.bin,86.8103658492,86.8103658492
13261,13261,0013261.bin,26.7775027515,26.7775027515
13263,13263,0013263.bin,17.4590209876,17.4590209876
13273,13273,0013273.bin,88.7140365381,88.7140365381
13280,13280,0013280.bin,80.6442515552,80.6442515552
13282,13282,0013282.bin,20.7499569212,20.7499569212
13293,13293,0013293.bin,35.6802426825,35.6802426825
13305,13305,0013305.bin,77.1436584679,77.1436584679
13312,13312,0013312.bin,21.3042220466,21.3042220466
13317,13317,0013317.bin,127.338341692,127.338341692
13319,13319,0013319.bin,72.0869696715,72.0869696715
13326,13326,0013326.bin,1448.0635877,1448.0635877
13335,13335,0013335.bin,19.4674478852,19.4674478852
13337,13337,0013337.bin,60.3099384545,60.3099384545
13345,13345,0013345.bin,110.885877446,110.885877446
13353,13353,0013353.bin,36.4077046655,36.4077046655
13364,13364,0013364.bin,31.800263191,31.800263191
13365,13365,0013365.bin,2.77128077872,2.77128077872
13371,13371,0013371.bin,287.451062843,287.451062843
13373,13373,0013373.bin,45.3797239708,45.3797239708
13375,13375,0013375.bin,2.66735591768,2.66735591768
13377,13377,0013377.bin,71.325834178,71.325834178
13378,13378,0013378.bin,3.11768434593,3.11768434593
13385,13385,0013385.bin,296.518114548,296.518114548
13394,13394,0013394.bin,15.8652096572,15.8652096572
13406,13406,0013406.bin,11.7432878103,11.7432878103
13417,13417,0013417.bin,92.8725371547,92.8725371547
13426,13426,0013426.bin,3.9489103725,3.9489103725
13429,13429,0013429.bin,8.31384294603,8.31384294603
13430,13430,0013430.bin,22.932350648,22.932350648
13436,13436,0013436.bin,203.134811176,203.134811176
13443,13443,0013443.bin,62.9760392941,62.9760392941
13445,13445,0013445.bin,16.6618338941,16.6618338941
13447,13447,0013447.bin,17.7359911602,17.7359911602
13462,13462,0013462.bin,2.7019323592,2.7019323592
13466,13466,0013466.bin,103.680554357,103.680554357
13468,13468,0013468.bin,67.1687805114,67.1687805114
13469,13469,0013469.bin,206.910671017,206.910671017
13470,13470,0013470.bin,78.9464506861,78.9464506861
13482,13482,0013482.bin,10.7040691041,10.7040691041
13487,13487,0013487.bin,85.7711480031,85.7711480031
13506,13506,0013506.bin,26.2578532902,26.2578532902
13513,13513,0013513.bin,78.357959679,78.357959679
13515,13515,0013515.bin,67.5499487701,67.5499487701
13519,13519,0013519.bin,82.7919780297,82.7919780297
13521,13521,0013521.bin,32.2158478255,32.2158478255
13525,13525,0013525.bin,13.3713452463,13.3713452463
13539,13539,0013539.bin,162.881312619,162.881312619
13565,13565,0013565.bin,115.007878564,115.007878564
13566,13566,0013566.bin,63.4622845566,63.4622845566
13571,13571,0013571.bin,142.132076202,142.132076202
13572,13572,0013572.bin,9.07594497489,9.07594497489
13574,13574,0013574.bin,92.2825164815,92.2825164815
13576,13576,0013576.bin,83.2075561382,83.2075561382
13582,13582,0013582.bin,42.0888079602,42.0888079602
13585,13585,0013585.bin,9.52626531782,9.52626531782
13587,13587,0013587.bin,112.339263982,112.339263982
13593,13593,0013593.bin,16.8701624281,16.8701624281
13597,13597,0013597.bin,200.257489849,200.257489849
13599,13599,0013599.bin,7.69028001754,7.69028001754
13606,13606,0013606.bin,98.2072679938,98.2072679938
13608,13608,0013608.bin,25.2186546935,25.2186546935
13617,13617,0013617.bin,23.9022303402,23.9022303402
13620,13620,0013620.bin,127.340353196,127.340353196
13625,13625,0013625.bin,7.27460623961,7.27460623961
13635,13635,0013635.bin,62.7319494189,62.7319494189
13639,13639,0013639.bin,59.1667356738,59.1667356738
13641,13641,0013641.bin,116.185887961,116.185887961
13645,13645,0013645.bin,2789.20323911,2789.20323911
13647,13647,0013647.bin,133.021437849,133.021437849
13649,13649,0013649.bin,290.776569309,290.776569309
13651,13651,0013651.bin,22.4473763313,22.4473763313
13656,13656,0013656.bin,194.263174353,194.263174353
13664,13664,0013664.bin,40.2181941506,40.2181941506
13674,13674,0013674.bin,8.93731559228,8.93731559228
13680,13680,0013680.bin,3.56799611553,3.56799611553
13681,13681,0013681.bin,6.1313745997,6.1313745997
13693,13693,0013693.bin,111.232282012,111.232282012
13705,13705,0013705.bin,168.211148324,168.211148324
13709,13709,0013709.bin,107.594831275,107.594831275
13713,13713,0013713.bin,7.239969043,7.239969043
13724,13724,0013724.bin,5.40399675283,5.40399675283
13734,13734,0013734.bin,50.29872693,50.29872693
13736,13736,0013736.bin,90.7938967151,90.7938967151
13738,13738,0013738.bin,52.9660862932,52.9660862932
13740,13740,0013740.bin,12.9210893934,12.9210893934
13741,13741,0013741.bin,173.305915243,173.305915243
13748,13748,0013748.bin,3.18693153518,3.18693153518
13753,13753,0013753.bin,3.01376784871,3.01376784871
13760,13760,0013760.bin,123.803296435,123.803296435
13762,13762,0013762.bin,30.0683725232,30.0683725232
13768,13768,0013768.bin,203.753973483,203.753973483
13774,13774,0013774.bin,6.20068207639,6.20068207639
13777,13777,0013777.bin,49.1206488248,49.1206488248
13781,13781,0013781.bin,245.535499942,245.535499942
13785,13785,0013785.bin,193.642639536,193.642639536
13794,13794,0013794.bin,36.1998074111,36.1998074111
13799,13799,0013799.bin,372.113662474,372.113662474
13803,13803,0013803.bin,9.73401969136,9.73401969136
13806,13806,0013806.bin,112.441227747,112.441227747
13807,13807,0013807.bin,22.2394713304,22.2394713304
13809,13809,0013809.bin,100.805349448,100.805349448
13810,13810,0013810.bin,23.3825087881,23.3825087881
13817,13817,0013817.bin,55.2869768041,55.2869768041
13826,13826,0013826.bin,51.7882967591,51.7882967591
13832,13832,0013832.bin,14.2715543454,14.2715543454
13840,13840,0013840.bin,93.5306445645,93.5306445645
13849,13849,0013849.bin,84.7308953293,84.7308953293
13850,13850,0013850.bin,6.51247426516,6.51247426516
13857,13857,0013857.bin,11.7432767429,11.7432767429
13859,13859,0013859.bin,32.1121789798,32.1121789798
13864,13864,0013864.bin,18.7754295248,18.7754295248
13867,13867,0013867.bin,197.001659496,197.001659496
13881,13881,0013881.bin,60.2407084463,60.2407084463
13889,13889,0013889.bin,24.837574259,24.837574259
13891,13891,0013891.bin,1491.90086527,1491.90086527
13892,13892,0013892.bin,9.73408911729,9.73408911729
13900,13900,0013900.bin,11.0504723739,11.0504723739
13903,13903,0013903.bin,14.3067088649,14.3067088649
13906,13906,0013906.bin,36.3720509969,36.3720509969
13909,13909,0013909.bin,77.801955429,77.801955429
13917,13917,0013917.bin,8.27913907703,8.27913907703
13919,13919,0013919.bin,16.8701161498,16.8701161498
13923,13923,0013923.bin,735.774563401,735.774563401
13925,13925,0013925.bin,16.4197540153,16.4197540153
13930,13930,0013930.bin,93.4268103039,93.4268103039
13933,13933,0013933.bin,18.1865323489,18.1865323489
13938,13938,0013938.bin,58.3351351502,58.3351351502
13943,13943,0013943.bin,167.108163362,167.108163362
13946,13946,0013946.bin,28.6471369526,28.6471369526
13953,13953,0013953.bin,8.27920144575,8.27920144575
13955,13955,0013955.bin,67.3419790455,67.3419790455
13956,13956,0013956.bin,56.1861143645,56.1861143645
13966,13966,0013966.bin,7.10128784707,7.10128784707
13973,13973,0013973.bin,3.25617710373,3.25617710373
13974,13974,0013974.bin,30.1030368413,30.1030368413
13977,13977,0013977.bin,56.9151719408,56.9151719408
13981,13981,0013981.bin,22.1009310511,22.1009310511
13985,13985,0013985.bin,5.16132500622,5.16132500622
13991,13991,0013991.bin,5.4385120745,5.4385120745
14014,14014,0014014.bin,18.7407851121,18.7407851121
14025,14025,0014025.bin,12.2282736586,12.2282736586
14026,14026,0014026.bin,4.39940870775,4.39940870775
14033,14033,0014033.bin,27.7820924128,27.7820924128
14039,14039,0014039.bin,158.447813727,158.447813727
14042,14042,0014042.bin,289.529483204,289.529483204
14065,14065,0014065.bin,54.1438701607,54.1438701607
14070,14070,0014070.bin,5.19615193987,5.19615193987
14071,14071,0014071.bin,39.4907552452,39.4907552452
14078,14078,0014078.bin,7.20530886823,7.20530886823
14081,14081,0014081.bin,18.4982758448,18.4982758448
14084,14084,0014084.bin,61.4185179872,61.4185179872
14089,14089,0014089.bin,367.333142876,367.333142876
14101,14101,0014101.bin,111.440077196,111.440077196
14109,14109,0014109.bin,10.1151647443,10.1151647443
14140,14140,0014140.bin,108.181830617,108.181830617
14150,14150,0014150.bin,117.91678142,117.91678142
14151,14151,0014151.bin,10.8077802518,10.8077802518
14159,14159,0014159.bin,29.4794926745,29.4794926745
14163,14163,0014163.bin,163.366809988,163.366809988
14167,14167,0014167.bin,113.518597418,113.518597418
14169,14169,0014169.bin,73.7852535532,73.7852535532
14172,14172,0014172.bin,63.7367729684,63.7367729684
14173,14173,0014173.bin,18.4973953082,18.4973953082
14174,14174,0014174.bin,92.8374097952,92.8374097952
14183,14183,0014183.bin,14.9648524605,14.9648524605
14193,14193,0014193.bin,21.9966370644,21.9966370644
14194,14194,0014194.bin,29.5834197974,29.5834197974
14200,14200,0014200.bin,33.3239687037,33.3239687037
14205,14205,0014205.bin,589.952419811,589.952419811
14214,14214,0014214.bin,14.8956321188,14.8956321188
14216,14216,0014216.bin,89.47711356,89.47711356
14219,14219,0014219.bin,34.1906269948,34.1906269948
14223,14223,0014223.bin,196.795596105,196.795596105
14230,14230,0014230.bin,94.8124131052,94.8124131052
14234,14234,0014234.bin,22.8630669998,22.8630669998
14240,14240,0014240.bin,8.17521984121,8.17521984121
14243,14243,0014243.bin,105.100573908,105.100573908
14246,14246,0014246.bin,72.642203166,72.642203166
14249,14249,0014249.bin,7.20532848922,7.20532848922
14252,14252,0014252.bin,48.4973703768,48.4973703768
14254,14254,0014254.bin,37.4122929823,37.4122929823
14263,14263,0014263.bin,16.7659421811,16.7659421811
14264,14264,0014264.bin,69.7670029288,69.7670029288
14268,14268,0014268.bin,45.5529333896,45.5529333896
14271,14271,0014271.bin,58.9589662534,58.9589662534
14276,14276,0014276.bin,59.2707673686,59.2707673686
14279,14279,0014279.bin,117.535813524,117.535813524
14289,14289,0014289.bin,143.378886663,143.378886663
14293,14293,0014293.bin,25.737488743,25.737488743
14298,14298,0014298.bin,10.6694099579,10.6694099579
14300,14300,0014300.bin,204.137210812,204.137210812
14304,14304,0014304.bin,35.9220847361,35.9220847361
14307,14307,0014307.bin,74.789412977,74.789412977
14310,14310,0014310.bin,67.3767147293,67.3767147293
14314,14314,0014314.bin,28.9251624418,28.9251624418
14318,14318,0014318.bin,6.02744686903,6.02744686903
14325,14325,0014325.bin,15.8655632156,15.8655632156
14326,14326,0014326.bin,11705.7829979,11705.7829979
14328,14328,0014328.bin,42.4698813632,42.4698813632
14337,14337,0014337.bin,0.658179217608,0.658179217608
14338,14338,0014338.bin,37.2388446106,37.2388446106
14340,14340,0014340.bin,34.9872335777,34.9872335777
14343,14343,0014343.bin,50.0209125484,50.0209125484
14346,14346,0014346.bin,4.74559422501,4.74559422501
14348,14348,0014348.bin,63.2891303535,63.2891303535
14373,14373,0014373.bin,70.0773785589,70.0773785589
14374,14374,0014374.bin,14.4105829209,14.4105829209
14385,14385,0014385.bin,1.69740627216,1.69740627216
14387,14387,0014387.bin,147.224301698,147.224301698
14388,14388,0014388.bin,17.0087107667,17.0087107667
14393,14393,0014393.bin,72.1213280228,72.1213280228
14397,14397,0014397.bin,53.9354428999,53.9354428999
14401,14401,0014401.bin,7.82880840745,7.82880840745
14402,14402,0014402.bin,685.090677948,685.090677948
14407,14407,0014407.bin,16.1773520644,16.1773520644
14410,14410,0014410.bin,15.1720555297,15.1720555297
14441,14441,0014441.bin,92.4568643105,92.4568643105
14446,14446,0014446.bin,4.67648872405,4.67648872405
14449,14449,0014449.bin,66.8208131955,66.8208131955
14453,14453,0014453.bin,23.3133441535,23.3133441535
14461,14461,0014461.bin,9.04129328999,9.04129328999
14463,14463,0014463.bin,304.527472367,304.527472367
14470,14470,0014470.bin,15.8655417061,15.8655417061
14478,14478,0014478.bin,1559.55380911,1559.55380911
14479,14479,0014479.bin,11.015743363,11.015743363
14480,14480,0014480.bin,15.449890627,15.449890627
14491,14491,0014491.bin,45.6568550004,45.6568550004
14498,14498,0014498.bin,20.8188364554,20.8188364554
14501,14501,0014501.bin,187.851829424,187.851829424
14507,14507,0014507.bin,48.0123553234,48.0123553234
14509,14509,0014509.bin,193.989674655,193.989674655
14512,14512,0014512.bin,110.227349485,110.227349485
14517,14517,0014517.bin,36.6155139362,36.6155139362
14525,14525,0014525.bin,89.0272854357,89.0272854357
14527,14527,0014527.bin,12.0203893839,12.0203893839
14531,14531,0014531.bin,31.9043567456,31.9043567456
14533,14533,0014533.bin,27.6779416221,27.6779416221
14543,14543,0014543.bin,246.74791073,246.74791073
14556,14556,0014556.bin,3.04840593836,3.04840593836
14562,14562,0014562.bin,2.1477422594,2.1477422594
14570,14570,0014570.bin,81.6834173764,81.6834173764
14580,14580,0014580.bin,32.2161382764,32.2161382764
14587,14587,0014587.bin,64.1896649131,64.1896649131
14589,14589,0014589.bin,8.2096645338,8.2096645338
14604,14604,0014604.bin,257.936973497,257.936973497
14607,14607,0014607.bin,83.9002115462,83.9002115462
14611,14611,0014611.bin,41.0495968845,41.0495968845
14617,14617,0014617.bin,17.1465131323,17.1465131323
14619,14619,0014619.bin,39.0057796559,39.0057796559
14645,14645,0014645.bin,165.820918619,165.820918619
14658,14658,0014658.bin,1.31632686501,1.31632686501
14682,14682,0014682.bin,74.3740931936,74.3740931936
14684,14684,0014684.bin,51.0260446892,51.0260446892
14689,14689,0014689.bin,3.53338345877,3.53338345877
14699,14699,0014699.bin,26.7774373311,26.7774373311
14701,14701,0014701.bin,47.2155192719,47.2155192719
14704,14704,0014704.bin,9.87267105027,9.87267105027
14710,14710,0014710.bin,306.294975986,306.294975986
14713,14713,0014713.bin,423.657456324,423.657456324
14714,14714,0014714.bin,1712.6851394,1712.6851394
14721,14721,0014721.bin,37.6893915932,37.6893915932
14722,14722,0014722.bin,70.8755020259,70.8755020259
14723,14723,0014723.bin,129.695951727,129.695951727
14731,14731,0014731.bin,4.57258233374,4.57258233374
14733,14733,0014733.bin,4.29535311598,4.29535311598
14741,14741,0014741.bin,18.0825694844,18.0825694844
14747,14747,0014747.bin,30.7958408618,30.7958408618
14753,14753,0014753.bin,17.562992635,17.562992635
14757,14757,0014757.bin,15.0688381154,15.0688381154
14766,14766,0014766.bin,122.730269623,122.730269623
14793,14793,0014793.bin,10.2190988916,10.2190988916
14795,14795,0014795.bin,5.40399823217,5.40399823217
14809,14809,0014809.bin,67.2013507637,67.2013507637
14811,14811,0014811.bin,12.1589813722,12.1589813722
14815,14815,0014815.bin,21.6848614742,21.6848614742
14816,14816,0014816.bin,23.313376985,23.313376985
14823,14823,0014823.bin,4.32992492404,4.32992492404
14827,14827,0014827.bin,8.86808133925,8.86808133925
14841,14841,0014841.bin,179.265457064,179.265457064
14845,14845,0014845.bin,109.742731607,109.742731607
14847,14847,0014847.bin,15.5537617795,15.5537617795
14855,14855,0014855.bin,18.7754295921,18.7754295921
14869,14869,0014869.bin,127.719882141,127.719882141
14871,14871,0014871.bin,12.9903798557,12.9903798557
14891,14891,0014891.bin,127.513036069,127.513036069
14901,14901,0014901.bin,56.7419723163,56.7419723163
14903,14903,0014903.bin,181.414855775,181.414855775
14905,14905,0014905.bin,0.415690445477,0.415690445477
14913,14913,0014913.bin,3.98371633637,3.98371633637
14918,14918,0014918.bin,17.3551365218,17.3551365218
14920,14920,0014920.bin,227.348733673,227.348733673
14929,14929,0014929.bin,40.2177011045,40.2177011045
14931,14931,0014931.bin,15.0688405201,15.0688405201
14933,14933,0014933.bin,74.7206674172,74.7206674172
14943,14943,0014943.bin,69.7323276302,69.7323276302
14952,14952,0014952.bin,44.617334472,44.617334472
14960,14960,0014960.bin,4.15688629771,4.15688629771
14964,14964,0014964.bin,39.0735682816,39.0735682816
14971,14971,0014971.bin,47.4233101204,47.4233101204
14975,14975,0014975.bin,36.7541157853,36.7541157853
14982,14982,0014982.bin,32.5278917672,32.5278917672
14985,14985,0014985.bin,9.07594554742,9.07594554742
14988,14988,0014988.bin,28.9240442859,28.9240442859
14992,14992,0014992.bin,116.393804098,116.393804098
14994,14994,0014994.bin,38.5207863376,38.5207863376
15012,15012,0015012.bin,119.650043289,119.650043289
15014,15014,0015014.bin,18.7750742981,18.7750742981
15015,15015,0015015.bin,109.880954105,109.880954105
15017,15017,0015017.bin,77.0415319642,77.0415319642
15036,15036,0015036.bin,121.208893033,121.208893033
15038,15038,0015038.bin,30.8651049258,30.8651049258
15046,15046,0015046.bin,69.8349111413,69.8349111413
15052,15052,0015052.bin,42.2620318402,42.2620318402
15065,15065,0015065.bin,59.7898722903,59.7898722903
15068,15068,0015068.bin,12.0897138981,12.0897138981
15072,15072,0015072.bin,27.7820924881,27.7820924881
15075,15075,0015075.bin,67.7924611879,67.7924611879
15078,15078,0015078.bin,157.785283668,157.785283668
15091,15091,0015091.bin,18.8446232483,18.8446232483
15094,15094,0015094.bin,11.1890376176,11.1890376176
15095,15095,0015095.bin,96.5060710882,96.5060710882
15096,15096,0015096.bin,90.0307876782,90.0307876782
15097,15097,0015097.bin,6.30466431283,6.30466431283
15103,15103,0015103.bin,333.106844136,333.106844136
15113,15113,0015113.bin,497.959636425,497.959636425
15116,15116,0015116.bin,10.9809903627,10.9809903627
15118,15118,0015118.bin,64.1878153849,64.1878153849
15134,15134,0015134.bin,57.0880376893,57.0880376893
15139,15139,0015139.bin,38.2436657841,38.2436657841
15141,15141,0015141.bin,57.2269473986,57.2269473986
15146,15146,0015146.bin,1.2470750636,1.2470750636
15166,15166,0015166.bin,157.509300239,157.509300239
15169,15169,0015169.bin,60.3446375936,60.3446375936
15173,15173,0015173.bin,173.099532041,173.099532041
15176,15176,0015176.bin,139.568348315,139.568348315
15202,15202,0015202.bin,4.19142902563,4.19142902563
15209,15209,0015209.bin,13.7524684554,13.7524684554
15212,15212,0015212.bin,76.7990308675,76.7990308675
15215,15215,0015215.bin,136.208110749,136.208110749
15217,15217,0015217.bin,15.7270200299,15.7270200299
15255,15255,0015255.bin,20.1956027407,20.1956027407
15259,15259,0015259.bin,2668.29331521,2668.29331521
15270,15270,0015270.bin,605.799996138,605.799996138
15276,15276,0015276.bin,46.0362086463,46.0362086463
15290,15290,0015290.bin,19.3641110121,19.3641110121
15299,15299,0015299.bin,42.4698624765,42.4698624765
15310,15310,0015310.bin,42.9191548955,42.9191548955
15315,15315,0015315.bin,701.931775092,701.931775092
15317,15317,0015317.bin,0.658175741505,0.658175741505
15337,15337,0015337.bin,34.2599628781,34.2599628781
15354,15354,0015354.bin,69.905476368,69.905476368
15355,15355,0015355.bin,69.1417005103,69.1417005103
15360,15360,0015360.bin,60.1363763884,60.1363763884
15368,15368,0015368.bin,1638.78510972,1638.78510972
15374,15374,0015374.bin,39.3521920141,39.3521920141
15393,15393,0015393.bin,78.4963608352,78.4963608352
15399,15399,0015399.bin,113.553205907,113.553205907
15408,15408,0015408.bin,237.325548388,237.325548388
15418,15418,0015418.bin,192.465444554,192.465444554
15422,15422,0015422.bin,12.8518022285,12.8518022285
15428,15428,0015428.bin,4.67653116023,4.67653116023
15431,15431,0015431.bin,269.541720182,269.541720182
15432,15432,0015432.bin,12.6088595177,12.6088595177
15443,15443,0015443.bin,112.301424806,112.301424806
15444,15444,0015444.bin,293.443831763,293.443831763
15450,15450,0015450.bin,45.4836486633,45.4836486633
15451,15451,0015451.bin,115.804909566,115.804909566
15461,15461,0015461.bin,7.55174057358,7.55174057358
15462,15462,0015462.bin,81.4042819479,81.4042819479
15465,15465,0015465.bin,12.5400468003,12.5400468003
15470,15470,0015470.bin,455.837257216,455.837257216
15482,15482,0015482.bin,55.0097514265,55.0097514265
15485,15485,0015485.bin,0.034641012331,0.034641012331
15503,15503,0015503.bin,41.7416030436,41.7416030436
15509,15509,0015509.bin,36.8576634555,36.8576634555
15513,15513,0015513.bin,5.16151102048,5.16151102048
15520,15520,0015520.bin,47.9084540176,47.9084540176
15530,15530,0015530.bin,7.58636811295,7.58636811295
15545,15545,0015545.bin,3.94906717173,3.94906717173
15567,15567,0015567.bin,91.9007149909,91.9007149909
15570,15570,0015570.bin,19.2257498704,19.2257498704
15571,15571,0015571.bin,123.287297292,123.287297292
15573,15573,0015573.bin,7.27461004291,7.27461004291
15576,15576,0015576.bin,7.96743326138,7.96743326138
15578,15578,0015578.bin,90.2727547651,90.2727547651
15579,15579,0015579.bin,110.365712176,110.365712176
15584,15584,0015584.bin,222.77387793,222.77387793
15585,15585,0015585.bin,110.158403527,110.158403527
15586,15586,0015586.bin,27.158272544,27.158272544
15592,15592,0015592.bin,0.519598588838,0.519598588838
15594,15594,0015594.bin,414.72091013,414.72091013
15598,15598,0015598.bin,7496.34940097,7496.34940097
15601,15601,0015601.bin,69.8709216486,69.8709216486
15610,15610,0015610.bin,149.510150337,149.510150337
15613,15613,0015613.bin,80.4348865689,80.4348865689
15620,15620,0015620.bin,19.1904532367,19.1904532367
15628,15628,0015628.bin,3.01376804373,3.01376804373
15629,15629,0015629.bin,3.9144345528,3.9144345528
15638,15638,0015638.bin,486.56756755,486.56756755
15643,15643,0015643.bin,129.418695944,129.418695944
15647,15647,0015647.bin,183.804906402,183.804906402
15650,15650,0015650.bin,91.1058217783,91.1058217783
15660,15660,0015660.bin,27.0546003841,27.0546003841
15664,15664,0015664.bin,129.522326484,129.522326484
15691,15691,0015691.bin,41.3613403666,41.3613403666
15695,15695,0015695.bin,38.4515149265,38.4515149265
15706,15706,0015706.bin,29.5141406578,29.5141406578
15717,15717,0015717.bin,10.1497706416,10.1497706416
15718,15718,0015718.bin,77.9767830328,77.9767830328
15728,15728,0015728.bin,102.017777737,102.017777737
15737,15737,0015737.bin,192.015128521,192.015128521
15741,15741,0015741.bin,6.51250503003,6.51250503003
15753,15753,0015753.bin,67.2370313906,67.2370313906
15754,15754,0015754.bin,23.1398605135,23.1398605135
15756,15756,0015756.bin,79.4311148808,79.4311148808
15759,15759,0015759.bin,14.5838505777,14.5838505777
15767,15767,0015767.bin,44.5820792463,44.5820792463
15775,15775,0015775.bin,52.584891955,52.584891955
15786,15786,0015786.bin,23.1742277487,23.1742277487
15791,15791,0015791.bin,20.9231137214,20.9231137214
15793,15793,0015793.bin,9.14521927459,9.14521927459
15794,15794,0015794.bin,54.490207483,54.490207483
15798,15798,0015798.bin,85.9442939602,85.9442939602
15802,15802,0015802.bin,10.1497839149,10.1497839149
15810,15810,0015810.bin,51.0606413969,51.0606413969
15814,15814,0015814.bin,118.195090767,118.195090767
15819,15819,0015819.bin,3.0483842913,3.0483842913
15823,15823,0015823.bin,104.823709543,104.823709543
15828,15828,0015828.bin,52.1691814097,52.1691814097
15830,15830,0015830.bin,126.573940297,126.573940297
15842,15842,0015842.bin,124.257292064,124.257292064
15845,15845,0015845.bin,232.683647488,232.683647488
15846,15846,0015846.bin,39.8700541125,39.8700541125
15852,15852,0015852.bin,15.7615689749,15.7615689749
15855,15855,0015855.bin,18.394342985,18.394342985
15857,15857,0015857.bin,36.8233852876,36.8233852876
15861,15861,0015861.bin,26.0499694123,26.0499694123
15862,15862,0015862.bin,13.6831952062,13.6831952062
15867,15867,0015867.bin,4.29544346914,4.29544346914
15881,15881,0015881.bin,62.4921622681,62.4921622681
15889,15889,0015889.bin,445.374764441,445.374764441
15893,15893,0015893.bin,33.4631711796,33.4631711796
15896,15896,0015896.bin,77.4557842918,77.4557842918
15900,15900,0015900.bin,25.633586773,25.633586773
15903,15903,0015903.bin,56.5687472554,56.5687472554
15906,15906,0015906.bin,235.835994155,235.835994155
15927,15927,0015927.bin,49.952250098,49.952250098
15943,15943,0015943.bin,133.644903818,133.644903818
15952,15952,0015952.bin,46.3150309252,46.3150309252
15959,15959,0015959.bin,69.5244330519,69.5244330519
15961,15961,0015961.bin,72.8499030141,72.8499030141
15965,15965,0015965.bin,209.265492558,209.265492558
15966,15966,0015966.bin,2.42481104934,2.42481104934
15975,15975,0015975.bin,108.911328365,108.911328365
15989,15989,0015989.bin,0.796742168563,0.796742168563
15998,15998,0015998.bin,110.051165604,110.051165604
16000,16000,0016000.bin,7.13604736457,7.13604736457
16004,16004,0016004.bin,182.83525745,182.83525745
16009,16009,0016009.bin,116.981013558,116.981013558
16020,16020,0016020.bin,7.48235104844,7.48235104844
16033,16033,0016033.bin,18.2552992753,18.2552992753
16046,16046,0016046.bin,65.8864126094,65.8864126094
16048,16048,0016048.bin,213.215427395,213.215427395
16053,16053,0016053.bin,4.71117726217,4.71117726217
16068,16068,0016068.bin,109.115979224,109.115979224
